  CTDPRS  CTDTMP  CTDSAL  CTDOXY  CHLPIG BEAM.AT   XMISS  NUMBER   QUALT1
    79.0  19.029  34.978  238.73  0.2162  0.2774  93.299      26  2222222
    80.0  18.996  34.976  238.55  0.2371  0.2769  93.310      90  2222222
    81.0  18.950  34.973  238.25  0.2599  0.2773  93.302      73  2222222
    82.0  18.836  34.970  236.96  0.2807  0.2776  93.295     101  2222222
    83.0  18.822  34.968  237.18  0.3102  0.2770  93.308      45  2222222
    84.0  18.793  34.963  236.76  0.2812  0.2775  93.299      29  2222222
    85.0  18.750  34.963  235.96  0.2990  0.2787  93.269     119  2222222
    86.0  18.677  34.959  235.95  0.3148  0.2789  93.265      74  2222222
    87.0  18.628  34.952  236.20  0.3195  0.2819  93.195      27  2222222
    88.0  18.596  34.950  235.95  0.3443  0.2799  93.241      33  2222222
    89.0  18.603  34.950  235.40  0.3582  0.2796  93.248     131  2222222
    90.0  18.559  34.949  235.26  0.3591  0.2798  93.245      49  2222222
    91.0  18.482  34.942  235.14  0.4038  0.2816  93.202     110  2222222
    92.0  18.453  34.938  235.95  0.4266  0.2828  93.174      53  2222222
    93.0  18.395  34.929  236.21  0.4267  0.2813  93.208      31  2222222
    94.0  18.389  34.928  236.09  0.4307  0.2804  93.229      86  2222222
    95.0  18.354  34.924  235.89  0.4431  0.2800  93.239     127  2222222
    96.0  18.291  34.918  236.49  0.4154  0.2802  93.236      22  2222222
    97.0  18.258  34.918  236.22  0.4199  0.2800  93.240      24  2222222
    98.0  18.255  34.921  235.91  0.4582  0.2813  93.210      71  2222222
    99.0  18.248  34.921  235.63  0.4977  0.2792  93.258     158  2222222
   100.0  18.214  34.924  235.24  0.5243  0.2791  93.259      42  2222222
   101.0  18.187  34.925  234.48  0.5444  0.2802  93.236      30  2222222
   102.0  18.117  34.923  234.58  0.5989  0.2820  93.193      28  2222222
   103.0  18.122  34.920  234.30  0.7112  0.2858  93.105     181  2222222
   104.0  18.057  34.914  233.80  0.7400  0.2844  93.136      32  2222222
   105.0  18.041  34.911  233.35  0.9126  0.2893  93.023      36  2222222
   106.0  18.028  34.914  233.63  1.0274  0.2929  92.940      50  2222222
   107.0  18.031  34.917  233.24  1.1260  0.2947  92.898     124  2222222
   108.0  18.026  34.921  231.81  1.1285  0.2935  92.926      67  2222222
   109.0  17.969  34.919  230.62  1.1528  0.2920  92.961      60  2222222
   110.0  17.944  34.917  230.00  1.1349  0.2880  93.053      51  2222222
   111.0  17.939  34.916  230.58  1.0109  0.2868  93.082      47  2222222
   112.0  17.926  34.914  230.25  0.9837  0.2868  93.082     129  2222222
   113.0  17.895  34.911  230.18  0.9097  0.2839  93.148      33  2222222
   114.0  17.856  34.906  228.80  0.8755  0.2825  93.181      41  2222222
   115.0  17.842  34.903  228.94  0.8866  0.2806  93.227     124  2222222
   116.0  17.768  34.894  227.21  0.8235  0.2798  93.245      25  2222222
   117.0  17.738  34.889  226.40  0.7516  0.2754  93.346      37  2222222
   118.0  17.725  34.887  226.69  0.7748  0.2738  93.385     161  2222222
   119.0  17.643  34.877  226.46  0.7288  0.2727  93.409      33  2222222
   120.0  17.622  34.874  225.86  0.6752  0.2702  93.468      28  2222222
   121.0  17.588  34.869  226.01  0.6747  0.2694  93.488     161  2222222
   122.0  17.519  34.864  225.72  0.6616  0.2695  93.486      33  2222222
   123.0  17.431  34.853  225.34  0.6121  0.2681  93.518      29  2222222
   124.0  17.403  34.851  224.69  0.6059  0.2650  93.590     125  2222222
   125.0  17.393  34.849  225.03  0.6346  0.2649  93.592      38  2222222
   126.0  17.366  34.846  224.94  0.5497  0.2638  93.618      49  2222222
   127.0  17.342  34.842  225.08  0.5729  0.2636  93.621     144  2222222
   128.0  17.298  34.837  224.76  0.5456  0.2639  93.616      21  2222222
   129.0  17.271  34.834  224.41  0.5110  0.2626  93.645      22  2222222
   130.0  17.276  34.833  224.28  0.5073  0.2618  93.665      55  2222222
   131.0  17.261  34.831  224.57  0.5338  0.2609  93.686     174  2222222
   132.0  17.122  34.814  223.67  0.5205  0.2611  93.681      25  2222222
   133.0  17.034  34.804  222.93  0.4642  0.2595  93.718      25  2222222
   134.0  16.946  34.794  222.46  0.4251  0.2562  93.797      34  2222222
   135.0  16.947  34.793  223.32  0.4663  0.2537  93.855     172  2222222
   136.0  16.825  34.779  223.20  0.4862  0.2528  93.877      50  2222222
   137.0  16.785  34.773  222.38  0.4173  0.2519  93.897      38  2222222
   138.0  16.715  34.764  222.56  0.3973  0.2500  93.942      72  2222222
   139.0  16.677  34.758  222.32  0.4025  0.2489  93.968      62  2222222
   140.0  16.586  34.744  221.31  0.3560  0.2475  94.001     117  2222222
   141.0  16.550  34.738  220.96  0.3314  0.2473  94.005      51  2222222
   142.0  16.529  34.736  219.87  0.2966  0.2456  94.043      40  2222222
   143.0  16.468  34.725  218.56  0.3005  0.2455  94.047      80  2222222
   144.0  16.437  34.719  217.72  0.3007  0.2442  94.079      79  2222222
   145.0  16.377  34.710  217.37  0.2617  0.2427  94.114      49  2222222
   146.0  16.355  34.707  217.29  0.2313  0.2422  94.125     115  2222222
   147.0  16.343  34.705  217.24  0.2299  0.2421  94.126      70  2222222
   148.0  16.304  34.700  217.15  0.2007  0.2425  94.118      22  2222222
   149.0  16.311  34.700  217.56  0.1955  0.2424  94.121      88  2222222
   150.0  16.283  34.699  218.12  0.1960  0.2421  94.128     105  2222222
   151.0  16.267  34.700  219.21  0.1950  0.2419  94.132      32  2222222
   152.0  16.256  34.697  219.38  0.2001  0.2419  94.132      59  2222222
   153.0  16.223  34.693  219.14  0.2007  0.2415  94.141      81  2222222
   154.0  16.147  34.685  219.22  0.1988  0.2415  94.142      86  2222222
   155.0  16.121  34.681  219.47  0.1897  0.2418  94.135      50  2222222
   156.0  16.112  34.681  219.01  0.1847  0.2414  94.144      76  2222222
   157.0  16.023  34.671  218.94  0.1769  0.2403  94.169      87  2222222
   158.0  16.012  34.670  218.99  0.1683  0.2408  94.157      59  2222222
   159.0  16.018  34.669  219.21  0.1675  0.2403  94.168      61  2222222
   160.0  16.000  34.668  219.07  0.1595  0.2399  94.179      60  2222222
   161.0  15.975  34.665  219.50  0.1592  0.2400  94.177      58  2222222
   162.0  15.975  34.665  219.01  0.1606  0.2401  94.172      69  2222222
   163.0  15.979  34.665  218.93  0.1595  0.2397  94.182      80  2222222
   164.0  15.960  34.663  218.99  0.1642  0.2394  94.190      67  2222222
   165.0  15.960  34.662  219.29  0.1630  0.2394  94.191      45  2222222
   166.0  15.951  34.661  219.16  0.1656  0.2390  94.201     148  2222222
   167.0  15.938  34.659  219.03  0.1712  0.2400  94.175      21  2222222
   168.0  15.924  34.656  218.71  0.1535  0.2390  94.200      49  2222222
   169.0  15.896  34.651  218.40  0.1444  0.2383  94.217      94  2222222
   170.0  15.806  34.642  217.87  0.1364  0.2382  94.217      79  2222222
   171.0  15.762  34.638  218.21  0.1399  0.2401  94.175      19  2222222
   172.0  15.785  34.639  218.30  0.1331  0.2381  94.221      86  2222222
   173.0  15.721  34.632  217.49  0.1316  0.2374  94.236     116  2222222
   174.0  15.629  34.623  218.24  0.1293  0.2390  94.200      25  2222222
   175.0  15.594  34.621  217.79  0.1178  0.2378  94.229      25  2222222
   176.0  15.609  34.619  218.31  0.1221  0.2364  94.261     153  2222222
   177.0  15.498  34.608  218.73  0.1181  0.2364  94.261      26  2222222
   178.0  15.410  34.597  217.76  0.1058  0.2364  94.261      34  2222222
   179.0  15.392  34.594  218.13  0.1066  0.2354  94.285     153  2222222
   180.0  15.333  34.587  217.78  0.0936  0.2351  94.292      31  2222222
   181.0  15.315  34.584  217.33  0.0881  0.2350  94.296      25  2222222
   182.0  15.317  34.583  217.58  0.0850  0.2351  94.293     119  2222222
   183.0  15.282  34.579  217.40  0.0915  0.2349  94.297      84  2222222
   184.0  15.249  34.575  217.80  0.0775  0.2352  94.291      25  2222222
   185.0  15.223  34.572  217.37  0.0702  0.2344  94.308      28  2222222
   186.0  15.203  34.569  217.20  0.0724  0.2342  94.312     144  2222222
   187.0  15.174  34.566  217.24  0.0819  0.2341  94.314      54  2222222
   188.0  15.151  34.564  217.19  0.0821  0.2339  94.319      57  2222222
   189.0  15.138  34.562  217.87  0.0780  0.2341  94.315      59  2222222
   190.0  15.118  34.559  217.44  0.0706  0.2338  94.322      72  2222222
   191.0  15.094  34.556  217.10  0.0740  0.2337  94.326      77  2222222
   192.0  15.075  34.554  217.04  0.0699  0.2333  94.334      69  2222222
   193.0  15.044  34.549  216.52  0.0622  0.2332  94.336      54  2222222
   194.0  14.999  34.543  216.48  0.0601  0.2334  94.333     100  2222222
   195.0  14.948  34.536  216.21  0.0615  0.2333  94.335      47  2222222
   196.0  14.900  34.530  216.42  0.0512  0.2332  94.338      31  2222222
   197.0  14.909  34.530  216.58  0.0506  0.2330  94.342     129  2222222
   198.0  14.875  34.529  217.12  0.0518  0.2330  94.343      63  2222222
   199.0  14.822  34.522  217.87  0.0583  0.2331  94.339      16  2222222
   200.0  14.787  34.522  217.87  0.0590  0.2330  94.341      15  2222222
   201.0  14.774  34.520  217.64  0.0590  0.2334  94.333      18  2222222
   202.0  14.818  34.522  217.19  0.0546  0.2332  94.338     137  2222222
   203.0  14.775  34.518  217.08  0.0588  0.2333  94.335      54  2222222
   204.0  14.762  34.515  218.35  0.0590  0.2332  94.338      17  2222222
   205.0  14.700  34.513  218.23  0.0590  0.2332  94.336      17  2222222
   206.0  14.661  34.509  218.02  0.0590  0.2332  94.337      21  2222222
   207.0  14.648  34.508  218.18  0.0586  0.2331  94.340      78  2222222
   208.0  14.619  34.504  217.86  0.0590  0.2333  94.335      35  2222222
   209.0  14.552  34.495  217.71  0.0590  0.2333  94.335      22  2222222
   210.0  14.444  34.487  217.64  0.0496  0.2333  94.335      22  2222222
   211.0  14.420  34.485  217.03  0.0470  0.2331  94.339      24  2222222
   212.0  14.414  34.483  216.76  0.0478  0.2327  94.349      35  2222222
   213.0  14.407  34.482  217.36  0.0505  0.2326  94.351      77  2222222
   214.0  14.405  34.481  218.03  0.0469  0.2326  94.351      41  2222222
   215.0  14.393  34.480  217.69  0.0465  0.2325  94.355      24  2222222
   216.0  14.376  34.478  217.81  0.0519  0.2323  94.359      18  2222222
   217.0  14.358  34.476  217.97  0.0590  0.2325  94.353      17  2222222
   218.0  14.334  34.475  218.46  0.0482  0.2324  94.358      17  2222222
   219.0  14.321  34.475  218.47  0.0456  0.2323  94.359      18  2222222
   220.0  14.297  34.473  218.30  0.0464  0.2323  94.359      21  2222222
   221.0  14.254  34.470  218.49  0.0467  0.2323  94.359      30  2222222
   222.0  14.223  34.467  218.08  0.0468  0.2323  94.359      74  2222222
   223.0  14.209  34.465  218.95  0.0472  0.2323  94.359      47  2222222
   224.0  14.181  34.461  219.47  0.0466  0.2323  94.358      26  2222222
   225.0  14.139  34.457  219.48  0.0475  0.2326  94.351      20  2222222
   226.0  14.073  34.447  219.14  0.0571  0.2330  94.343      18  2222222
   227.0  13.998  34.439  218.44  0.0536  0.2323  94.359      17  2222222
   228.0  13.945  34.434  217.87  0.0475  0.2320  94.367      16  2222222
   229.0  13.846  34.423  217.85  0.0468  0.2331  94.340      18  2222222
   230.0  13.782  34.419  217.77  0.0465  0.2319  94.367      24  2222222
   231.0  13.800  34.419  217.81  0.0458  0.2326  94.351      96  2222222
   232.0  13.864  34.423  217.95  0.0465  0.2315  94.376      34  2222222
   233.0  13.774  34.418  218.55  0.0464  0.2319  94.369      20  2222222
   234.0  13.773  34.417  218.32  0.0462  0.2315  94.376      17  2222222
   235.0  13.734  34.413  218.22  0.0468  0.2323  94.359      18  2222222
   236.0  13.699  34.410  218.13  0.0465  0.2315  94.376      23  2222222
   237.0  13.604  34.400  217.73  0.0454  0.2320  94.366      34  2222222
   238.0  13.571  34.397  217.86  0.0465  0.2313  94.382      55  2222222
   239.0  13.564  34.395  217.93  0.0464  0.2312  94.383      41  2222222
   240.0  13.546  34.393  217.97  0.0455  0.2312  94.383      29  2222222
   241.0  13.531  34.391  217.80  0.0465  0.2312  94.384      24  2222222
   242.0  13.523  34.390  218.09  0.0465  0.2313  94.382      24  2222222
   243.0  13.504  34.387  218.27  0.0470  0.2316  94.376      25  2222222
   244.0  13.464  34.384  217.65  0.0463  0.2312  94.383      38  2222222
   245.0  13.425  34.380  217.69  0.0455  0.2312  94.383      46  2222222
   246.0  13.404  34.378  218.01  0.0461  0.2311  94.386      33  2222222
   247.0  13.383  34.375  218.06  0.0462  0.2312  94.383      27  2222222
   248.0  13.344  34.372  218.02  0.0465  0.2312  94.383      25  2222222
   249.0  13.303  34.368  217.91  0.0471  0.2312  94.383      29  2222222
   250.0  13.280  34.365  217.50  0.0466  0.2317  94.373      40  2222222
   251.0  13.249  34.362  217.64  0.0471  0.2312  94.383      32  2222222
   252.0  13.208  34.357  217.42  0.0470  0.2320  94.365      26  2222222
   253.0  13.148  34.350  217.27  0.0466  0.2310  94.389      28  2222222
   254.0  13.107  34.345  217.24  0.0466  0.2308  94.393      42  2222222
   255.0  13.089  34.342  217.64  0.0472  0.2309  94.392      39  2222222
   256.0  13.072  34.341  218.06  0.0470  0.2304  94.402      23  2222222
   257.0  13.057  34.338  217.80  0.0475  0.2304  94.402      21  2222222
   258.0  13.037  34.335  217.05  0.0469  0.2312  94.383      19  2222222
   259.0  13.027  34.334  216.23  0.0475  0.2310  94.389      23  2222222
   260.0  13.002  34.332  215.82  0.0468  0.2311  94.387      34  2222222
   261.0  12.989  34.330  215.94  0.0473  0.2306  94.398      50  2222222
   262.0  12.952  34.325  215.31  0.0468  0.2310  94.388      35  2222222
   263.0  12.925  34.322  214.46  0.0470  0.2312  94.384      26  2222222
   264.0  12.899  34.319  214.24  0.0466  0.2306  94.397      27  2222222
   265.0  12.862  34.317  214.23  0.0467  0.2307  94.397      31  2222222
   266.0  12.854  34.316  213.90  0.0459  0.2305  94.400      29  2222222
   267.0  12.847  34.315  214.37  0.0452  0.2306  94.397      25  2222222
   268.0  12.832  34.313  214.86  0.0475  0.2302  94.408      24  2222222
   269.0  12.789  34.310  214.37  0.0475  0.2302  94.408      22  2222222
   270.0  12.729  34.306  214.15  0.0456  0.2303  94.406      30  2222222
   271.0  12.707  34.303  214.01  0.0461  0.2303  94.406      50  2222222
   272.0  12.698  34.302  214.08  0.0459  0.2314  94.380      35  2222222
   273.0  12.690  34.303  214.73  0.0453  0.2309  94.392      27  2222222
   274.0  12.670  34.301  214.52  0.0475  0.2303  94.405      23  2222222
   275.0  12.650  34.299  214.51  0.0470  0.2308  94.394      27  2222222
   276.0  12.638  34.298  214.74  0.0458  0.2302  94.408      27  2222222
   277.0  12.627  34.297  214.15  0.0466  0.2302  94.408      27  2222222
   278.0  12.611  34.295  213.36  0.0458  0.2302  94.408      27  2222222
   279.0  12.587  34.292  213.07  0.0470  0.2305  94.400      26  2222222
   280.0  12.563  34.289  213.19  0.0460  0.2303  94.405      38  2222222
   281.0  12.543  34.287  213.10  0.0451  0.2302  94.407      49  2222222
   282.0  12.523  34.285  213.45  0.0455  0.2302  94.408      29  2222222
   283.0  12.507  34.286  213.55  0.0458  0.2301  94.411      20  2222222
   284.0  12.479  34.284  213.57  0.0464  0.2301  94.411      21  2222222
   285.0  12.463  34.283  213.15  0.0465  0.2302  94.408      22  2222222
   286.0  12.444  34.280  212.87  0.0465  0.2302  94.407      25  2222222
   287.0  12.416  34.278  212.40  0.0468  0.2301  94.411      34  2222222
   288.0  12.397  34.274  212.51  0.0449  0.2300  94.413      40  2222222
   289.0  12.363  34.272  212.50  0.0460  0.2297  94.420      37  2222222
   290.0  12.334  34.272  213.08  0.0459  0.2297  94.420      29  2222222
   291.0  12.342  34.281  220.46  0.0459  0.2299  94.414      28  2222222
   292.0  12.370  34.293  228.81  0.0460  0.2301  94.411      30  2222222
   293.0  12.368  34.293  230.37  0.0463  0.2302  94.407      29  2222222
   294.0  12.364  34.293  229.94  0.0463  0.2308  94.394      29  2222222
   295.0  12.349  34.293  229.23  0.0456  0.2305  94.400      25  2222222
   296.0  12.323  34.292  229.02  0.0455  0.2304  94.402      23  2222222
   297.0  12.316  34.291  229.03  0.0456  0.2305  94.401      24  2222222
   298.0  12.297  34.290  228.96  0.0466  0.2307  94.396      28  2222222
   299.0  12.294  34.290  228.42  0.0461  0.2302  94.407      40  2222222
   300.0  12.275  34.289  228.44  0.0457  0.2304  94.404      44  2222222
   301.0  12.250  34.288  228.66  0.0457  0.2303  94.406      32  2222222
   302.0  12.221  34.287  228.17  0.0451  0.2304  94.403      29  2222222
   303.0  12.158  34.283  228.31  0.0447  0.2310  94.388      29  2222222
   304.0  12.104  34.280  228.61  0.0459  0.2306  94.398      28  2222222
   305.0  12.073  34.278  228.75  0.0449  0.2310  94.388      23  2222222
   306.0  12.057  34.277  228.85  0.0436  0.2312  94.383      21  2222222
   307.0  12.045  34.276  228.75  0.0452  0.2312  94.383      20  2222222
   308.0  12.038  34.275  228.17  0.0459  0.2312  94.383      22  2222222
   309.0  12.016  34.272  227.03  0.0443  0.2312  94.383      29  2222222
   310.0  12.015  34.271  227.30  0.0445  0.2309  94.390      85  2222222
   311.0  11.975  34.268  227.58  0.0463  0.2309  94.391      28  2222222
   312.0  11.912  34.263  227.81  0.0463  0.2305  94.400      19  2222222
   313.0  11.871  34.262  227.54  0.0447  0.2307  94.396      17  2222222
   314.0  11.825  34.258  226.90  0.0462  0.2310  94.389      17  2222222
   315.0  11.811  34.257  226.09  0.0445  0.2311  94.386      19  2222222
   316.0  11.805  34.256  225.44  0.0456  0.2312  94.384      25  2222222
   317.0  11.800  34.255  225.50  0.0455  0.2311  94.387      46  2222222
   318.0  11.796  34.254  225.35  0.0463  0.2309  94.391      47  2222222
   319.0  11.787  34.254  225.50  0.0451  0.2312  94.383      29  2222222
   320.0  11.735  34.248  224.47  0.0457  0.2306  94.397      26  2222222
   321.0  11.686  34.244  222.82  0.0447  0.2311  94.385      25  2222222
   322.0  11.653  34.242  221.76  0.0445  0.2307  94.396      23  2222222
   323.0  11.634  34.240  220.93  0.0451  0.2312  94.383      24  2222222
   324.0  11.623  34.238  220.18  0.0455  0.2312  94.384      29  2222222
   325.0  11.617  34.237  219.94  0.0449  0.2306  94.398      36  2222222
   326.0  11.605  34.235  219.61  0.0449  0.2308  94.394      45  2222222
   327.0  11.577  34.232  218.47  0.0450  0.2303  94.405      38  2222222
   328.0  11.550  34.231  218.13  0.0457  0.2307  94.396      26  2222222
   329.0  11.544  34.230  217.83  0.0459  0.2303  94.406      21  2222222
   330.0  11.536  34.228  217.00  0.0449  0.2307  94.396      18  2222222
   331.0  11.466  34.222  216.30  0.0454  0.2308  94.393      17  2222222
   332.0  11.389  34.219  215.35  0.0457  0.2309  94.390      19  2222222
   333.0  11.352  34.219  214.43  0.0445  0.2311  94.385      23  2222222
   334.0  11.363  34.217  214.57  0.0444  0.2307  94.397     102  2222222
   335.0  11.348  34.215  214.59  0.0429  0.2307  94.395      25  2222222
   336.0  11.255  34.210  214.52  0.0441  0.2304  94.404      17  2222222
   337.0  11.219  34.208  214.06  0.0444  0.2312  94.383      15  2222222
   338.0  11.198  34.208  213.64  0.0406  0.2311  94.385      15  2222222
   339.0  11.189  34.207  213.53  0.0454  0.2311  94.385      17  2222222
   340.0  11.177  34.206  213.14  0.0429  0.2314  94.379      25  2222222
   341.0  11.175  34.205  213.03  0.0447  0.2310  94.387      50  2222222
   342.0  11.169  34.203  213.04  0.0453  0.2307  94.394      42  2222222
   343.0  11.157  34.203  213.31  0.0454  0.2310  94.390      28  2222222
   344.0  11.144  34.202  213.62  0.0451  0.2309  94.392      24  2222222
   345.0  11.118  34.201  212.79  0.0441  0.2309  94.392      27  2222222
   346.0  11.104  34.200  212.27  0.0558  0.2312  94.383      29  2222222
   347.0  11.075  34.199  212.02  0.0454  0.2310  94.389      33  2222222
   348.0  11.053  34.197  212.43  0.0448  0.2312  94.384      31  2222222
   349.0  11.035  34.196  212.45  0.0444  0.2309  94.390      33  2222222
   350.0  11.005  34.195  212.02  0.0452  0.2303  94.405      30  2222222
   351.0  10.973  34.193  211.78  0.0457  0.2307  94.396      26  2222222
   352.0  10.939  34.191  211.49  0.0452  0.2304  94.403      20  2222222
   353.0  10.916  34.190  211.14  0.0446  0.2311  94.386      20  2222222
   354.0  10.873  34.187  211.42  0.0424  0.2312  94.384      25  2222222
   355.0  10.834  34.186  212.00  0.0455  0.2308  94.394      47  2222222
   356.0  10.837  34.184  211.85  0.0456  0.2306  94.398      60  2222222
   357.0  10.796  34.183  211.77  0.0447  0.2302  94.407      25  2222222
   358.0  10.781  34.182  211.69  0.0445  0.2302  94.408      19  2222222
   359.0  10.757  34.181  212.28  0.0432  0.2303  94.407      19  2222222
   360.0  10.741  34.180  212.25  0.0427  0.2307  94.396      19  2222222
   361.0  10.733  34.179  212.09  0.0432  0.2305  94.401      19  2222222
   362.0  10.701  34.177  211.72  0.0424  0.2302  94.407      25  2222222
   363.0  10.650  34.176  211.38  0.0444  0.2303  94.407      37  2222222
   364.0  10.633  34.174  211.13  0.0434  0.2302  94.408      60  2222222
   365.0  10.615  34.173  211.63  0.0446  0.2302  94.408      36  2222222
   366.0  10.600  34.172  211.30  0.0443  0.2302  94.407      25  2222222
   367.0  10.589  34.172  210.95  0.0448  0.2302  94.408      22  2222222
   368.0  10.556  34.170  210.79  0.0434  0.2302  94.408      20  2222222
   369.0  10.532  34.169  210.67  0.0438  0.2302  94.408      19  2222222
   370.0  10.528  34.169  210.34  0.0436  0.2302  94.408      21  2222222
   371.0  10.523  34.168  209.98  0.0453  0.2302  94.408      26  2222222
   372.0  10.492  34.167  209.97  0.0522  0.2302  94.408      46  2222222
   373.0  10.475  34.166  209.35  0.0514  0.2302  94.408      48  2222222
