  CTDPRS  CTDTMP  CTDSAL  CTDOXY  CHLPIG BEAM.AT   XMISS  NUMBER   QUALT1
    80.0  23.838  35.047  218.47  0.2778  0.2729  93.405     108  2222222
    81.0  23.798  35.053  217.98  0.2695  0.2728  93.407      41  2222222
    82.0  23.716  35.061  216.48  0.2478  0.2721  93.424      29  2222222
    83.0  23.625  35.066  216.90  0.2651  0.2702  93.468     138  2222222
    84.0  23.527  35.073  216.25  0.2575  0.2696  93.483      51  2222222
    85.0  23.489  35.075  215.37  0.2848  0.2691  93.494      67  2222222
    86.0  23.445  35.077  215.22  0.2760  0.2695  93.485      56  2222222
    87.0  23.435  35.077  215.56  0.3050  0.2698  93.478      80  2222222
    88.0  23.417  35.076  214.86  0.3020  0.2695  93.485     135  2222222
    89.0  23.412  35.076  215.43  0.2874  0.2689  93.501      32  2222222
    90.0  23.404  35.075  214.95  0.2695  0.2687  93.504      27  2222222
    91.0  23.361  35.076  214.44  0.2922  0.2691  93.494      53  2222222
    92.0  23.347  35.078  214.17  0.3163  0.2696  93.482     141  2222222
    93.0  23.284  35.085  214.48  0.2990  0.2687  93.504      45  2222222
    94.0  23.276  35.086  214.09  0.3429  0.2690  93.497      82  2222222
    95.0  23.235  35.089  213.35  0.3277  0.2688  93.501      48  2222222
    96.0  23.212  35.092  213.89  0.3567  0.2688  93.503      87  2222222
    97.0  23.180  35.096  212.71  0.3449  0.2683  93.513      48  2222222
    98.0  23.173  35.096  213.49  0.3618  0.2683  93.514     108  2222222
    99.0  23.117  35.102  212.45  0.3511  0.2688  93.503      55  2222222
   100.0  23.081  35.104  212.52  0.4106  0.2695  93.484      74  2222222
   101.0  22.992  35.112  210.10  0.3897  0.2704  93.463      41  2222222
   102.0  22.940  35.117  211.36  0.4483  0.2745  93.368     127  2222222
   103.0  22.898  35.122  210.72  0.4871  0.2749  93.358      32  2222222
   104.0  22.849  35.132  210.48  0.5465  0.2779  93.289      42  2222222
   105.0  22.838  35.135  210.71  0.7195  0.2805  93.228     142  2222222
   106.0  22.827  35.137  211.77  0.7384  0.2799  93.242      58  2222222
   107.0  22.815  35.140  211.72  0.6822  0.2795  93.252      32  2222222
   108.0  22.795  35.141  210.45  0.6790  0.2805  93.229      38  2222222
   109.0  22.783  35.141  210.08  0.7648  0.2805  93.229     151  2222222
   110.0  22.764  35.141  209.27  0.7113  0.2802  93.236      39  2222222
   111.0  22.702  35.140  208.30  0.7270  0.2802  93.235      63  2222222
   112.0  22.682  35.138  207.40  0.7972  0.2806  93.227      77  2222222
   113.0  22.624  35.139  206.96  0.7141  0.2802  93.236      47  2222222
   114.0  22.589  35.141  206.67  0.7584  0.2797  93.246     131  2222222
   115.0  22.490  35.146  204.28  0.6873  0.2802  93.235      44  2222222
   116.0  22.411  35.137  202.69  0.6568  0.2793  93.257      38  2222222
   117.0  22.384  35.133  203.01  0.6941  0.2777  93.293     139  2222222
   118.0  22.373  35.132  202.44  0.6630  0.2779  93.288      53  2222222
   119.0  22.350  35.133  202.18  0.6241  0.2751  93.353      45  2222222
   120.0  22.322  35.132  202.39  0.6223  0.2732  93.398      63  2222222
   121.0  22.292  35.131  201.49  0.6219  0.2718  93.430      83  2222222
   122.0  22.259  35.128  201.00  0.6122  0.2712  93.444      82  2222222
   123.0  22.170  35.121  200.22  0.5428  0.2703  93.466      75  2222222
   124.0  22.143  35.118  200.00  0.5532  0.2694  93.487      68  2222222
   125.0  22.063  35.109  198.87  0.4915  0.2678  93.524      29  2222222
   126.0  22.054  35.108  198.70  0.4939  0.2664  93.557     141  2222222
   127.0  22.026  35.104  198.63  0.4945  0.2665  93.555      34  2222222
   128.0  22.006  35.102  198.75  0.4598  0.2658  93.572      43  2222222
   129.0  21.976  35.099  198.03  0.5122  0.2656  93.575     129  2222222
   130.0  21.913  35.096  198.08  0.4811  0.2662  93.561      51  2222222
   131.0  21.876  35.101  198.31  0.4272  0.2631  93.633      26  2222222
   132.0  21.865  35.107  199.12  0.4146  0.2622  93.656     140  2222222
   133.0  21.832  35.126  201.59  0.4286  0.2623  93.653      30  2222222
   134.0  21.824  35.138  201.98  0.3831  0.2614  93.672      35  2222222
   135.0  21.824  35.138  202.32  0.4190  0.2619  93.662     142  2222222
   136.0  21.818  35.145  203.59  0.3944  0.2605  93.694      52  2222222
   137.0  21.801  35.156  204.99  0.3693  0.2606  93.691      35  2222222
   138.0  21.791  35.160  204.92  0.3715  0.2597  93.715     145  2222222
   139.0  21.758  35.166  206.47  0.3550  0.2593  93.723      32  2222222
   140.0  21.736  35.170  206.96  0.3397  0.2594  93.722      29  2222222
   141.0  21.733  35.170  206.33  0.3527  0.2593  93.724     153  2222222
   142.0  21.708  35.172  206.90  0.3583  0.2593  93.725      45  2222222
   143.0  21.690  35.174  207.28  0.3283  0.2589  93.733      28  2222222
   144.0  21.667  35.175  207.81  0.3563  0.2586  93.740     108  2222222
   145.0  21.653  35.174  207.33  0.3454  0.2586  93.740      44  2222222
   146.0  21.626  35.174  207.20  0.3583  0.2606  93.693     110  2222222
   147.0  21.605  35.173  207.30  0.3508  0.2587  93.737      42  2222222
   148.0  21.508  35.171  206.86  0.3334  0.2577  93.760      46  2222222
   149.0  21.462  35.171  206.57  0.3487  0.2569  93.780      56  2222222
   150.0  21.438  35.169  206.14  0.3290  0.2561  93.797      32  2222222
   151.0  21.397  35.167  205.52  0.3140  0.2567  93.785      35  2222222
   152.0  21.375  35.166  206.07  0.3444  0.2560  93.801     103  2222222
   153.0  21.269  35.159  205.99  0.3229  0.2560  93.799      34  2222222
   154.0  21.180  35.160  207.02  0.2943  0.2555  93.811      21  2222222
   155.0  21.137  35.159  207.35  0.2888  0.2550  93.823      19  2222222
   156.0  21.100  35.162  207.37  0.2752  0.2550  93.824      18  2222222
   157.0  21.080  35.162  207.10  0.2621  0.2549  93.827      19  2222222
   158.0  21.060  35.162  206.28  0.2642  0.2541  93.845      29  2222222
   159.0  21.028  35.161  207.17  0.2966  0.2541  93.846      84  2222222
   160.0  20.991  35.159  207.20  0.3052  0.2541  93.845      38  2222222
   161.0  20.897  35.161  207.98  0.2788  0.2533  93.865      30  2222222
   162.0  20.850  35.160  208.74  0.2646  0.2528  93.875      31  2222222
   163.0  20.820  35.161  208.70  0.2554  0.2523  93.886      23  2222222
   164.0  20.798  35.160  208.23  0.2381  0.2520  93.894      22  2222222
   165.0  20.763  35.160  207.67  0.2196  0.2520  93.895      21  2222222
   166.0  20.732  35.162  208.28  0.2124  0.2515  93.907      35  2222222
   167.0  20.713  35.161  208.93  0.2292  0.2512  93.913      63  2222222
   168.0  20.666  35.158  209.19  0.2384  0.2510  93.916      23  2222222
   169.0  20.613  35.160  210.05  0.1976  0.2500  93.941      19  2222222
   170.0  20.588  35.164  210.31  0.1792  0.2508  93.922      22  2222222
   171.0  20.555  35.164  210.52  0.1745  0.2490  93.966      32  2222222
   172.0  20.496  35.168  211.19  0.1918  0.2488  93.972      60  2222222
   173.0  20.459  35.168  212.61  0.1861  0.2482  93.985      24  2222222
   174.0  20.439  35.167  212.33  0.1514  0.2479  93.990      16  2222222
   175.0  20.424  35.165  212.00  0.1432  0.2476  93.998      14  2222222
   176.0  20.399  35.159  212.18  0.1399  0.2469  94.014      14  2222222
   177.0  20.298  35.150  212.40  0.1290  0.2476  93.998      17  2222222
   178.0  20.193  35.145  211.53  0.1210  0.2475  93.999      25  2222222
   179.0  20.038  35.128  210.30  0.1405  0.2491  93.964      60  2222222
   180.0  19.926  35.110  211.01  0.1395  0.2462  94.031      28  2222222
   181.0  19.900  35.114  212.00  0.1284  0.2458  94.039      22  2222222
   182.0  19.909  35.119  212.23  0.1076  0.2458  94.040      19  2222222
   183.0  19.913  35.120  212.12  0.1052  0.2458  94.039      20  2222222
   184.0  19.917  35.123  212.64  0.1010  0.2455  94.046      22  2222222
   185.0  19.911  35.129  213.57  0.0936  0.2456  94.045      28  2222222
   186.0  19.837  35.125  213.28  0.0933  0.2451  94.057      31  2222222
   187.0  19.783  35.119  212.84  0.0787  0.2441  94.080      27  2222222
   188.0  19.716  35.112  213.15  0.0785  0.2442  94.078      26  2222222
   189.0  19.639  35.105  212.78  0.0737  0.2436  94.093      26  2222222
   190.0  19.590  35.101  212.71  0.0702  0.2441  94.080      32  2222222
   191.0  19.559  35.098  212.97  0.0706  0.2429  94.108      45  2222222
   192.0  19.528  35.094  213.10  0.0706  0.2432  94.102      32  2222222
   193.0  19.504  35.091  212.85  0.0706  0.2433  94.100      29  2222222
   194.0  19.477  35.089  212.90  0.0706  0.2432  94.102      30  2222222
   195.0  19.452  35.084  213.73  0.0706  0.2434  94.096      30  2222222
   196.0  19.365  35.076  212.98  0.0643  0.2438  94.087      26  2222222
   197.0  19.319  35.062  212.86  0.0590  0.2440  94.082      23  2222222
   198.0  19.185  35.054  213.39  0.0590  0.2429  94.109      24  2222222
   199.0  19.152  35.048  213.05  0.0590  0.2426  94.115      27  2222222
   200.0  19.131  35.043  212.47  0.0590  0.2424  94.120      34  2222222
   201.0  19.113  35.038  211.62  0.0659  0.2422  94.124      42  2222222
   202.0  19.089  35.031  211.54  0.0590  0.2419  94.133      41  2222222
   203.0  19.041  35.021  210.57  0.0590  0.2419  94.133      34  2222222
   204.0  19.024  35.016  210.73  0.0590  0.2419  94.133      26  2222222
   205.0  19.013  35.015  211.08  0.0590  0.2423  94.122      20  2222222
   206.0  19.003  35.013  211.05  0.0590  0.2423  94.122      19  2222222
   207.0  18.987  35.010  210.52  0.0590  0.2425  94.117      21  2222222
   208.0  18.941  35.006  210.57  0.0590  0.2419  94.133      24  2222222
   209.0  18.881  35.002  210.87  0.0590  0.2419  94.131      33  2222222
   210.0  18.845  34.997  211.24  0.0590  0.2426  94.115      44  2222222
   211.0  18.812  34.993  211.33  0.0587  0.2421  94.127      31  2222222
   212.0  18.769  34.986  211.68  0.0590  0.2426  94.115      24  2222222
   213.0  18.734  34.983  211.21  0.0500  0.2422  94.125      19  2222222
   214.0  18.691  34.974  210.43  0.0530  0.2418  94.135      21  2222222
   215.0  18.586  34.959  209.83  0.0590  0.2417  94.136      22  2222222
   216.0  18.520  34.955  210.00  0.0563  0.2419  94.131      25  2222222
   217.0  18.484  34.952  210.61  0.0502  0.2417  94.137      25  2222222
   218.0  18.473  34.949  211.82  0.0590  0.2418  94.135      25  2222222
   219.0  18.417  34.937  212.28  0.0590  0.2421  94.126      21  2222222
   220.0  18.321  34.914  211.40  0.0590  0.2419  94.132      20  2222222
   221.0  18.215  34.899  210.66  0.0590  0.2424  94.119      22  2222222
   222.0  18.113  34.876  209.10  0.0673  0.2424  94.119      28  2222222
   223.0  18.022  34.855  205.99  0.0703  0.2423  94.122      42  2222222
   224.0  17.886  34.828  203.03  0.0706  0.2422  94.124      34  2222222
   225.0  17.812  34.807  201.25  0.0612  0.2416  94.138      27  2222222
   226.0  17.735  34.790  199.68  0.0590  0.2416  94.139      22  2222222
   227.0  17.668  34.774  198.25  0.0514  0.2412  94.148      21  2222222
   228.0  17.571  34.748  196.73  0.0475  0.2411  94.150      21  2222222
   229.0  17.453  34.723  195.84  0.0475  0.2405  94.164      18  2222222
   230.0  17.397  34.719  196.14  0.0475  0.2410  94.153      20  2222222
   231.0  17.362  34.719  197.35  0.0475  0.2405  94.164      26  2222222
   232.0  17.296  34.716  198.38  0.0472  0.2405  94.163      37  2222222
   233.0  17.208  34.713  199.59  0.0475  0.2402  94.172      42  2222222
   234.0  17.170  34.710  200.05  0.0475  0.2397  94.183      31  2222222
   235.0  17.162  34.708  199.75  0.0475  0.2397  94.182      24  2222222
   236.0  17.157  34.707  199.88  0.0480  0.2395  94.187      24  2222222
   237.0  17.155  34.706  199.78  0.0577  0.2397  94.184      27  2222222
   238.0  17.121  34.696  199.22  0.0475  0.2409  94.156      27  2222222
   239.0  16.988  34.680  199.42  0.0475  0.2407  94.158      27  2222222
   240.0  16.885  34.672  200.64  0.0475  0.2396  94.186      25  2222222
   241.0  16.777  34.669  202.32  0.0475  0.2397  94.184      23  2222222
   242.0  16.744  34.685  203.55  0.0475  0.2397  94.183      20  2222222
   243.0  16.740  34.686  203.91  0.0574  0.2402  94.170      22  2222222
   244.0  16.739  34.686  203.81  0.0590  0.2400  94.177      28  2222222
   245.0  16.739  34.685  202.72  0.0524  0.2400  94.175      45  2222222
   246.0  16.734  34.684  202.60  0.0581  0.2399  94.177      38  2222222
   247.0  16.723  34.683  203.30  0.0492  0.2401  94.173      27  2222222
   248.0  16.706  34.681  204.07  0.0590  0.2400  94.176      24  2222222
   249.0  16.692  34.681  204.32  0.0590  0.2400  94.176      24  2222222
   250.0  16.680  34.680  204.82  0.0586  0.2402  94.170      25  2222222
   251.0  16.674  34.681  204.56  0.0475  0.2403  94.168      24  2222222
   252.0  16.663  34.679  206.03  0.0586  0.2402  94.172      23  2222222
   253.0  16.517  34.671  209.08  0.0491  0.2400  94.175      21  2222222
   254.0  16.511  34.693  211.59  0.0547  0.2400  94.176      21  2222222
   255.0  16.512  34.696  213.19  0.0590  0.2401  94.174      27  2222222
   256.0  16.461  34.690  213.44  0.0590  0.2399  94.177      41  2222222
   257.0  16.414  34.683  213.39  0.0590  0.2398  94.180      45  2222222
   258.0  16.393  34.694  216.07  0.0590  0.2401  94.174      29  2222222
   259.0  16.404  34.700  216.67  0.0590  0.2412  94.149      22  2222222
   260.0  16.354  34.691  216.86  0.0590  0.2403  94.168      21  2222222
   261.0  16.335  34.691  216.57  0.0590  0.2404  94.167      22  2222222
   262.0  16.306  34.687  216.57  0.0659  0.2405  94.165      25  2222222
   263.0  16.149  34.670  216.34  0.0617  0.2403  94.168      39  2222222
   264.0  16.076  34.659  215.18  0.0590  0.2402  94.171      35  2222222
   265.0  16.005  34.644  213.63  0.0590  0.2399  94.178      24  2222222
   266.0  15.966  34.637  213.07  0.0590  0.2401  94.172      20  2222222
   267.0  15.953  34.633  212.71  0.0590  0.2397  94.184      19  2222222
   268.0  15.939  34.629  212.31  0.0590  0.2395  94.188      21  2222222
   269.0  15.908  34.621  211.73  0.0497  0.2395  94.188      26  2222222
   270.0  15.867  34.615  211.71  0.0578  0.2396  94.186      48  2222222
   271.0  15.804  34.605  211.75  0.0587  0.2395  94.187      43  2222222
   272.0  15.739  34.596  212.22  0.0590  0.2393  94.192      26  2222222
   273.0  15.655  34.582  211.85  0.0561  0.2396  94.186      20  2222222
   274.0  15.554  34.573  211.11  0.0475  0.2396  94.185      18  2222222
   275.0  15.481  34.562  210.51  0.0475  0.2396  94.187      19  2222222
   276.0  15.430  34.555  209.83  0.0475  0.2401  94.174      21  2222222
   277.0  15.403  34.551  209.32  0.0475  0.2392  94.196      30  2222222
   278.0  15.374  34.543  209.50  0.0508  0.2392  94.197      49  2222222
   279.0  15.310  34.532  209.78  0.0509  0.2389  94.203      34  2222222
   280.0  15.207  34.521  209.58  0.0475  0.2395  94.189      24  2222222
   281.0  15.173  34.515  208.88  0.0475  0.2393  94.194      21  2222222
   282.0  15.119  34.504  208.37  0.0475  0.2389  94.203      19  2222222
   283.0  15.058  34.496  207.90  0.0464  0.2391  94.199      21  2222222
   284.0  14.994  34.489  208.04  0.0475  0.2396  94.185      26  2222222
   285.0  14.885  34.478  208.24  0.0472  0.2397  94.184      36  2222222
   286.0  14.841  34.472  208.10  0.0475  0.2389  94.203      38  2222222
   287.0  14.828  34.469  207.88  0.0471  0.2382  94.220      30  2222222
   288.0  14.810  34.465  207.56  0.0475  0.2385  94.213      26  2222222
   289.0  14.783  34.462  206.97  0.0475  0.2387  94.207      26  2222222
   290.0  14.772  34.461  207.77  0.0475  0.2389  94.202      28  2222222
   291.0  14.792  34.481  211.24  0.0475  0.2385  94.213      30  2222222
   292.0  14.769  34.478  212.05  0.0475  0.2385  94.212      25  2222222
   293.0  14.707  34.467  210.82  0.0475  0.2387  94.208      23  2222222
   294.0  14.604  34.450  209.25  0.0465  0.2385  94.211      23  2222222
   295.0  14.524  34.440  207.60  0.0475  0.2386  94.211      31  2222222
   296.0  14.488  34.434  206.75  0.0475  0.2384  94.215      47  2222222
   297.0  14.431  34.421  206.40  0.0471  0.2381  94.222      34  2222222
   298.0  14.390  34.416  205.77  0.0475  0.2382  94.220      22  2222222
   299.0  14.369  34.411  206.03  0.0475  0.2378  94.227      18  2222222
   300.0  14.341  34.410  206.74  0.0475  0.2384  94.214      16  2222222
   301.0  14.343  34.412  206.87  0.0475  0.2380  94.224      20  2222222
   302.0  14.337  34.411  206.91  0.0475  0.2385  94.213      32  2222222
   303.0  14.324  34.409  206.58  0.0475  0.2383  94.218      48  2222222
   304.0  14.262  34.402  206.99  0.0467  0.2385  94.213      31  2222222
   305.0  14.193  34.392  207.23  0.0475  0.2378  94.228      27  2222222
   306.0  14.137  34.387  206.25  0.0467  0.2377  94.231      29  2222222
   307.0  14.118  34.383  206.58  0.0475  0.2374  94.236      40  2222222
   308.0  14.075  34.376  206.87  0.0472  0.2374  94.237      35  2222222
   309.0  14.002  34.366  207.30  0.0475  0.2376  94.232      22  2222222
   310.0  13.904  34.359  208.02  0.0475  0.2384  94.215      17  2222222
   311.0  13.880  34.362  208.46  0.0475  0.2375  94.235      18  2222222
   312.0  13.881  34.362  208.25  0.0475  0.2376  94.233      20  2222222
   313.0  13.869  34.359  207.88  0.0475  0.2375  94.235      27  2222222
   314.0  13.796  34.352  208.62  0.0475  0.2373  94.239      45  2222222
   315.0  13.751  34.347  208.45  0.0475  0.2373  94.239      32  2222222
   316.0  13.702  34.342  208.27  0.0475  0.2375  94.235      27  2222222
   317.0  13.672  34.338  208.35  0.0471  0.2374  94.237      28  2222222
   318.0  13.657  34.336  208.66  0.0475  0.2374  94.238      32  2222222
   319.0  13.636  34.332  207.56  0.0475  0.2376  94.231      31  2222222
   320.0  13.536  34.320  207.94  0.0475  0.2373  94.239      27  2222222
   321.0  13.457  34.314  207.19  0.0475  0.2373  94.240      25  2222222
   322.0  13.368  34.309  205.77  0.0470  0.2373  94.239      24  2222222
   323.0  13.314  34.305  204.67  0.0475  0.2374  94.237      21  2222222
   324.0  13.289  34.304  203.98  0.0475  0.2368  94.251      22  2222222
   325.0  13.274  34.303  203.51  0.0470  0.2366  94.257      27  2222222
   326.0  13.259  34.301  203.60  0.0472  0.2369  94.249      47  2222222
   327.0  13.250  34.300  203.50  0.0472  0.2367  94.255      45  2222222
   328.0  13.209  34.295  203.71  0.0475  0.2365  94.258      27  2222222
   329.0  13.159  34.292  203.60  0.0465  0.2365  94.258      23  2222222
   330.0  13.117  34.289  203.10  0.0475  0.2366  94.256      22  2222222
   331.0  13.092  34.288  202.72  0.0475  0.2364  94.260      24  2222222
   332.0  13.066  34.286  202.64  0.0475  0.2364  94.260      27  2222222
   333.0  13.050  34.285  202.55  0.0470  0.2364  94.261      25  2222222
   334.0  12.987  34.280  202.70  0.0475  0.2364  94.260      24  2222222
   335.0  12.929  34.278  202.56  0.0475  0.2366  94.256      23  2222222
   336.0  12.850  34.271  202.23  0.0475  0.2367  94.253      26  2222222
   337.0  12.719  34.261  201.54  0.0475  0.2367  94.255      34  2222222
   338.0  12.660  34.259  200.62  0.0473  0.2363  94.263      49  2222222
   339.0  12.652  34.257  200.49  0.0475  0.2362  94.266      33  2222222
   340.0  12.639  34.254  200.96  0.0475  0.2364  94.261      23  2222222
   341.0  12.602  34.250  200.76  0.0469  0.2364  94.261      22  2222222
   342.0  12.563  34.246  200.51  0.0465  0.2366  94.256      22  2222222
   343.0  12.453  34.238  199.60  0.0475  0.2372  94.241      25  2222222
   344.0  12.365  34.233  198.51  0.0470  0.2367  94.254      27  2222222
   345.0  12.312  34.232  198.41  0.0475  0.2371  94.244      26  2222222
   346.0  12.307  34.230  198.07  0.0470  0.2365  94.259      25  2222222
   347.0  12.305  34.229  197.89  0.0475  0.2365  94.259      30  2222222
   348.0  12.305  34.229  198.00  0.0467  0.2360  94.271      31  2222222
   349.0  12.304  34.228  198.29  0.0471  0.2358  94.276      31  2222222
   350.0  12.302  34.227  198.12  0.0471  0.2363  94.263      30  2222222
   351.0  12.258  34.222  198.00  0.0475  0.2364  94.261      30  2222222
   352.0  12.188  34.219  197.81  0.0475  0.2365  94.259      27  2222222
   353.0  12.129  34.216  198.00  0.0470  0.2364  94.261      25  2222222
   354.0  12.118  34.216  197.73  0.0475  0.2365  94.259      27  2222222
   355.0  12.109  34.215  197.35  0.0475  0.2360  94.270      27  2222222
   356.0  12.094  34.213  196.87  0.0470  0.2366  94.256      27  2222222
   357.0  12.074  34.212  196.75  0.0470  0.2365  94.258      26  2222222
   358.0  12.062  34.211  197.30  0.0470  0.2363  94.264      27  2222222
   359.0  12.041  34.209  197.25  0.0471  0.2362  94.265      31  2222222
   360.0  12.013  34.206  196.09  0.0475  0.2358  94.277      30  2222222
   361.0  11.901  34.198  195.80  0.0475  0.2364  94.262      26  2222222
   362.0  11.832  34.199  195.70  0.0475  0.2362  94.267      29  2222222
   363.0  11.814  34.197  195.69  0.0475  0.2362  94.266      39  2222222
   364.0  11.789  34.195  196.28  0.0475  0.2362  94.267      32  2222222
   365.0  11.770  34.194  196.49  0.0465  0.2359  94.275      22  2222222
   366.0  11.753  34.192  196.24  0.0475  0.2362  94.267      18  2222222
   367.0  11.733  34.192  195.93  0.0475  0.2362  94.266      20  2222222
   368.0  11.718  34.190  195.54  0.0475  0.2360  94.270      25  2222222
   369.0  11.694  34.189  195.29  0.0472  0.2363  94.263      44  2222222
   370.0  11.677  34.189  195.69  0.0472  0.2354  94.285      42  2222222
   371.0  11.652  34.186  196.48  0.0475  0.2358  94.276      23  2222222
   372.0  11.597  34.185  197.76  0.0468  0.2361  94.268      18  2222222
   373.0  11.569  34.187  198.40  0.0475  0.2362  94.267      18  2222222
   374.0  11.558  34.186  198.42  0.0475  0.2366  94.256      19  2222222
