  CTDPRS  CTDTMP  CTDSAL  CTDOXY  CHLPIG BEAM.AT   XMISS  NUMBER   QUALT1
    79.0  22.985  35.228  226.71  0.1858  0.2775  93.297      83  2222222
    80.0  22.970  35.228  226.24  0.1861  0.2770  93.310      53  2222222
    81.0  22.929  35.229  225.83  0.1904  0.2776  93.295      61  2222222
    82.0  22.910  35.228  226.14  0.2028  0.2775  93.297      76  2222222
    83.0  22.874  35.227  225.03  0.1930  0.2772  93.306      62  2222222
    84.0  22.847  35.226  224.57  0.1976  0.2763  93.327      93  2222222
    85.0  22.827  35.226  224.96  0.2009  0.2751  93.353      67  2222222
    86.0  22.785  35.227  224.07  0.1992  0.2758  93.339      42  2222222
    87.0  22.760  35.228  224.77  0.2112  0.2755  93.343      96  2222222
    88.0  22.752  35.227  224.69  0.2229  0.2746  93.364      88  2222222
    89.0  22.693  35.229  223.66  0.2063  0.2745  93.368      33  2222222
    90.0  22.674  35.229  223.81  0.2134  0.2748  93.360      79  2222222
    91.0  22.649  35.230  224.14  0.2273  0.2747  93.362     121  2222222
    92.0  22.597  35.231  224.66  0.2201  0.2745  93.367      37  2222222
    93.0  22.572  35.231  223.06  0.2169  0.2738  93.385      49  2222222
    94.0  22.560  35.230  223.98  0.2440  0.2724  93.415     106  2222222
    95.0  22.537  35.230  224.23  0.2304  0.2729  93.404      63  2222222
    96.0  22.454  35.225  222.14  0.2269  0.2736  93.389      78  2222222
    97.0  22.378  35.221  221.81  0.2384  0.2717  93.433      71  2222222
    98.0  22.321  35.219  220.15  0.2199  0.2715  93.438      47  2222222
    99.0  22.262  35.216  219.88  0.2307  0.2710  93.450     148  2222222
   100.0  22.216  35.212  219.69  0.2400  0.2709  93.451      30  2222222
   101.0  22.159  35.205  218.49  0.2260  0.2707  93.454      22  2222222
   102.0  22.124  35.201  218.52  0.2427  0.2707  93.456     100  2222222
   103.0  22.033  35.198  218.19  0.2439  0.2712  93.445      98  2222222
   104.0  21.904  35.193  218.65  0.2515  0.2700  93.473      27  2222222
   105.0  21.883  35.193  218.48  0.2856  0.2698  93.477     117  2222222
   106.0  21.843  35.195  219.07  0.3030  0.2691  93.494      42  2222222
   107.0  21.809  35.203  219.65  0.3109  0.2704  93.462      37  2222222
   108.0  21.791  35.201  219.17  0.3396  0.2702  93.468     154  2222222
   109.0  21.732  35.203  219.20  0.3322  0.2697  93.481      29  2222222
   110.0  21.644  35.215  218.90  0.3322  0.2703  93.466      26  2222222
   111.0  21.637  35.212  219.26  0.3837  0.2727  93.409     123  2222222
   112.0  21.616  35.212  219.27  0.4025  0.2725  93.413      60  2222222
   113.0  21.574  35.211  219.89  0.4174  0.2718  93.431      55  2222222
   114.0  21.552  35.210  219.78  0.4684  0.2705  93.461      76  2222222
   115.0  21.502  35.209  220.47  0.4543  0.2712  93.443      53  2222222
   116.0  21.462  35.206  220.04  0.4849  0.2710  93.449     105  2222222
   117.0  21.416  35.204  219.61  0.4823  0.2715  93.438     103  2222222
   118.0  21.291  35.198  218.28  0.4659  0.2722  93.420      17  2222222
   119.0  21.266  35.197  217.32  0.5348  0.2755  93.343      20  2222222
   120.0  21.301  35.197  218.38  0.6758  0.2772  93.304     121  2222222
   121.0  21.250  35.196  217.43  0.7724  0.2777  93.293      84  2222222
   122.0  21.235  35.194  216.38  0.8492  0.2795  93.251      54  2222222
   123.0  21.222  35.193  215.99  0.9096  0.2797  93.246      75  2222222
   124.0  21.213  35.193  216.30  0.9257  0.2787  93.270      49  2222222
   125.0  21.180  35.191  214.74  0.8456  0.2793  93.255      37  2222222
   126.0  21.119  35.189  214.27  0.8914  0.2783  93.280     172  2222222
   127.0  21.044  35.187  212.45  0.8223  0.2771  93.306      23  2222222
   128.0  21.019  35.186  212.06  0.7905  0.2780  93.288      23  2222222
   129.0  21.003  35.184  212.16  0.8235  0.2778  93.291      93  2222222
   130.0  20.936  35.183  211.97  0.8505  0.2769  93.312     113  2222222
   131.0  20.864  35.180  211.48  0.7912  0.2762  93.327      25  2222222
   132.0  20.831  35.176  210.98  0.7987  0.2760  93.334     114  2222222
   133.0  20.808  35.175  211.56  0.8293  0.2760  93.333      47  2222222
   134.0  20.779  35.173  211.43  0.7383  0.2758  93.337      28  2222222
   135.0  20.750  35.171  210.88  0.7363  0.2750  93.356     128  2222222
   136.0  20.706  35.168  210.85  0.7499  0.2732  93.397      70  2222222
   137.0  20.648  35.163  210.00  0.6280  0.2724  93.418      22  2222222
   138.0  20.616  35.158  210.39  0.5979  0.2707  93.455      30  2222222
   139.0  20.610  35.156  210.08  0.6791  0.2703  93.465     155  2222222
   140.0  20.538  35.146  209.49  0.6252  0.2712  93.445      44  2222222
   141.0  20.504  35.142  209.47  0.5991  0.2703  93.465      51  2222222
   142.0  20.472  35.136  209.31  0.6585  0.2700  93.472      81  2222222
   143.0  20.406  35.127  209.35  0.6067  0.2701  93.470      54  2222222
   144.0  20.325  35.118  208.89  0.6279  0.2691  93.495     111  2222222
   145.0  20.276  35.114  208.55  0.6249  0.2683  93.513      59  2222222
   146.0  20.229  35.113  207.23  0.5059  0.2668  93.547      30  2222222
   147.0  20.085  35.092  207.77  0.5067  0.2643  93.606     134  2222222
   148.0  19.974  35.073  207.01  0.4775  0.2639  93.616      34  2222222
   149.0  19.839  35.055  205.68  0.4304  0.2629  93.638      32  2222222
   150.0  19.814  35.050  206.03  0.4789  0.2623  93.653     153  2222222
   151.0  19.695  35.042  207.70  0.4580  0.2609  93.686      33  2222222
   152.0  19.674  35.050  210.38  0.4055  0.2608  93.686      24  2222222
   153.0  19.661  35.062  212.04  0.3947  0.2588  93.736      44  2222222
   154.0  19.659  35.062  211.21  0.4127  0.2570  93.777     106  2222222
   155.0  19.630  35.068  213.60  0.3609  0.2581  93.751      21  2222222
   156.0  19.618  35.067  214.26  0.3411  0.2562  93.796      19  2222222
   157.0  19.598  35.072  213.98  0.3235  0.2561  93.797      21  2222222
   158.0  19.547  35.069  213.86  0.3099  0.2548  93.830      29  2222222
   159.0  19.505  35.066  213.55  0.3313  0.2530  93.871      57  2222222
   160.0  19.503  35.063  213.85  0.3178  0.2539  93.850      90  2222222
   161.0  19.421  35.059  214.07  0.2789  0.2522  93.891      25  2222222
   162.0  19.400  35.058  212.76  0.2517  0.2514  93.908      19  2222222
   163.0  19.264  35.036  211.73  0.2520  0.2523  93.887      24  2222222
   164.0  19.197  35.035  211.90  0.2442  0.2506  93.928      29  2222222
   165.0  19.161  35.038  212.47  0.2803  0.2499  93.943      43  2222222
   166.0  19.116  35.041  213.29  0.2798  0.2484  93.979      44  2222222
   167.0  19.098  35.040  213.71  0.2484  0.2478  93.992      33  2222222
   168.0  19.077  35.037  214.03  0.2309  0.2479  93.990      25  2222222
   169.0  19.055  35.033  213.60  0.2183  0.2483  93.982      24  2222222
   170.0  19.040  35.031  213.17  0.2240  0.2487  93.974      28  2222222
   171.0  19.010  35.027  213.33  0.2270  0.2478  93.993      35  2222222
   172.0  18.956  35.020  212.84  0.2537  0.2486  93.974      40  2222222
   173.0  18.902  35.014  213.28  0.2314  0.2475  93.999      38  2222222
   174.0  18.851  35.007  213.09  0.2224  0.2469  94.015      27  2222222
   175.0  18.792  35.000  213.19  0.2132  0.2472  94.008      17  2222222
   176.0  18.760  34.999  213.59  0.1745  0.2509  93.919      17  2222222
   177.0  18.733  34.994  213.83  0.1605  0.2471  94.009      19  2222222
   178.0  18.648  34.987  213.77  0.1654  0.2454  94.048      37  2222222
   179.0  18.518  34.973  214.12  0.1802  0.2442  94.077      51  2222222
   180.0  18.397  34.960  213.84  0.1598  0.2434  94.096      32  2222222
   181.0  18.343  34.956  214.42  0.1284  0.2431  94.104      28  2222222
   182.0  18.312  34.951  214.33  0.1284  0.2426  94.115      24  2222222
   183.0  18.286  34.947  214.30  0.1278  0.2426  94.116      21  2222222
   184.0  18.230  34.940  214.61  0.1168  0.2425  94.116      19  2222222
   185.0  18.170  34.938  215.39  0.1014  0.2425  94.118      18  2222222
   186.0  18.139  34.941  216.08  0.0971  0.2423  94.121      20  2222222
   187.0  18.093  34.935  216.15  0.1032  0.2414  94.143      23  2222222
   188.0  18.029  34.928  215.40  0.0987  0.2413  94.147      39  2222222
   189.0  17.982  34.930  216.49  0.0990  0.2405  94.164      49  2222222
   190.0  17.957  34.933  217.15  0.0903  0.2404  94.167      28  2222222
   191.0  17.935  34.933  217.86  0.0746  0.2396  94.184      20  2222222
   192.0  17.913  34.933  218.58  0.0665  0.2397  94.182      20  2222222
   193.0  17.898  34.934  219.17  0.0584  0.2395  94.188      18  2222222
   194.0  17.890  34.941  219.72  0.0590  0.2394  94.189      19  2222222
   195.0  17.876  34.945  220.31  0.0590  0.2395  94.189      28  2222222
   196.0  17.854  34.948  220.89  0.0590  0.2387  94.208      63  2222222
   197.0  17.824  34.947  222.11  0.0587  0.2392  94.196      35  2222222
   198.0  17.791  34.947  221.67  0.0518  0.2383  94.217      21  2222222
   199.0  17.729  34.938  221.60  0.0469  0.2381  94.221      19  2222222
   200.0  17.673  34.930  221.89  0.0475  0.2385  94.213      17  2222222
   201.0  17.661  34.928  221.76  0.0468  0.2390  94.200      18  2222222
   202.0  17.654  34.927  220.98  0.0469  0.2385  94.211      20  2222222
   203.0  17.645  34.925  220.91  0.0475  0.2392  94.197      23  2222222
   204.0  17.625  34.923  221.39  0.0537  0.2385  94.213      39  2222222
   205.0  17.615  34.920  221.28  0.0579  0.2385  94.213      61  2222222
   206.0  17.550  34.912  222.16  0.0470  0.2384  94.215      24  2222222
   207.0  17.517  34.907  222.51  0.0475  0.2375  94.236      20  2222222
   208.0  17.446  34.894  222.45  0.0475  0.2376  94.231      18  2222222
   209.0  17.396  34.889  221.97  0.0468  0.2378  94.229      18  2222222
   210.0  17.370  34.885  221.07  0.0469  0.2382  94.219      21  2222222
   211.0  17.348  34.881  220.60  0.0475  0.2381  94.221      33  2222222
   212.0  17.325  34.877  221.26  0.0563  0.2377  94.231      59  2222222
   213.0  17.291  34.870  221.10  0.0495  0.2378  94.228      29  2222222
   214.0  17.276  34.867  220.60  0.0475  0.2382  94.219      21  2222222
   215.0  17.174  34.847  221.11  0.0469  0.2385  94.213      20  2222222
   216.0  17.096  34.838  221.01  0.0475  0.2385  94.213      21  2222222
   217.0  17.072  34.834  220.70  0.0475  0.2384  94.214      21  2222222
   218.0  17.050  34.830  220.44  0.0470  0.2383  94.217      26  2222222
   219.0  17.030  34.826  219.77  0.0475  0.2377  94.230      82  2222222
   220.0  17.004  34.820  220.86  0.0533  0.2374  94.236      30  2222222
   221.0  16.964  34.814  221.13  0.0543  0.2375  94.234      17  2222222
   222.0  16.941  34.810  220.64  0.0475  0.2377  94.231      13  2222222
   223.0  16.922  34.805  220.11  0.0475  0.2374  94.237      14  2222222
   224.0  16.837  34.782  219.43  0.0475  0.2375  94.235      14  2222222
   225.0  16.713  34.773  218.34  0.0467  0.2382  94.220      16  2222222
   226.0  16.643  34.763  218.40  0.0475  0.2378  94.228      29  2222222
   227.0  16.607  34.756  218.94  0.0506  0.2382  94.220      86  2222222
   228.0  16.424  34.734  221.46  0.0590  0.2382  94.218      26  2222222
   229.0  16.339  34.726  223.11  0.0590  0.2383  94.217      21  2222222
   230.0  16.310  34.726  224.22  0.0672  0.2385  94.213      17  2222222
   231.0  16.233  34.710  225.52  0.0670  0.2384  94.216      16  2222222
   232.0  16.043  34.691  226.81  0.0590  0.2385  94.213      17  2222222
   233.0  15.827  34.662  227.82  0.0679  0.2385  94.214      22  2222222
   234.0  15.697  34.647  227.14  0.0803  0.2385  94.212      58  2222222
   235.0  15.571  34.625  225.00  0.0751  0.2385  94.212      43  2222222
   236.0  15.393  34.605  224.94  0.0753  0.2385  94.213      22  2222222
   237.0  15.352  34.598  224.04  0.0706  0.2385  94.213      17  2222222
   238.0  15.332  34.595  223.59  0.0706  0.2386  94.211      15  2222222
   239.0  15.302  34.589  223.71  0.0699  0.2393  94.193      18  2222222
   240.0  15.244  34.582  223.49  0.0706  0.2394  94.190      24  2222222
   241.0  15.180  34.574  222.87  0.0768  0.2424  94.119      37  2222222
   242.0  15.162  34.570  222.66  0.0709  0.2382  94.219      76  2222222
   243.0  15.115  34.563  222.25  0.0706  0.2385  94.213      28  2222222
   244.0  15.061  34.556  221.23  0.0597  0.2380  94.225      18  2222222
   245.0  15.048  34.553  220.48  0.0590  0.2375  94.234      15  2222222
   246.0  15.029  34.551  219.83  0.0590  0.2374  94.237      14  2222222
   247.0  15.025  34.551  219.34  0.0590  0.2374  94.237      14  2222222
   248.0  15.023  34.549  218.82  0.0590  0.2374  94.237      18  2222222
   249.0  15.014  34.548  218.26  0.0606  0.2373  94.239      29  2222222
   250.0  15.010  34.546  219.38  0.0679  0.2374  94.238      90  2222222
   251.0  14.957  34.537  219.30  0.0670  0.2373  94.240      26  2222222
   252.0  14.787  34.514  220.10  0.0700  0.2370  94.247      19  2222222
   253.0  14.700  34.508  220.49  0.0658  0.2365  94.260      17  2222222
   254.0  14.668  34.503  219.82  0.0475  0.2365  94.260      14  2222222
   255.0  14.641  34.500  218.65  0.0475  0.2367  94.253      15  2222222
   256.0  14.613  34.494  217.92  0.0468  0.2364  94.261      18  2222222
   257.0  14.539  34.485  218.53  0.0552  0.2364  94.262      81  2222222
   258.0  14.497  34.477  218.09  0.0590  0.2364  94.262      35  2222222
   259.0  14.390  34.466  219.01  0.0544  0.2364  94.261      20  2222222
   260.0  14.374  34.463  219.06  0.0475  0.2363  94.264      18  2222222
   261.0  14.371  34.463  218.89  0.0475  0.2359  94.273      14  2222222
   262.0  14.370  34.462  218.55  0.0475  0.2357  94.280      16  2222222
   263.0  14.369  34.462  218.14  0.0475  0.2364  94.261      17  2222222
   264.0  14.348  34.458  217.56  0.0475  0.2358  94.275      24  2222222
   265.0  14.322  34.455  218.05  0.0474  0.2355  94.283     100  2222222
   266.0  14.258  34.449  219.00  0.0475  0.2354  94.286      24  2222222
   267.0  14.257  34.452  219.38  0.0475  0.2356  94.280      17  2222222
   268.0  14.228  34.450  220.14  0.0475  0.2361  94.268      15  2222222
   269.0  14.165  34.444  220.17  0.0475  0.2362  94.266      15  2222222
   270.0  14.119  34.442  219.87  0.0475  0.2363  94.264      16  2222222
   271.0  14.063  34.433  219.56  0.0475  0.2359  94.273      21  2222222
   272.0  13.981  34.423  219.18  0.0471  0.2354  94.285      31  2222222
   273.0  13.950  34.419  218.69  0.0475  0.2353  94.287      42  2222222
   274.0  13.938  34.416  219.02  0.0475  0.2350  94.295      34  2222222
   275.0  13.926  34.414  219.58  0.0471  0.2353  94.288      33  2222222
   276.0  13.903  34.410  219.96  0.0471  0.2353  94.287      32  2222222
   277.0  13.862  34.405  220.61  0.0465  0.2353  94.288      24  2222222
   278.0  13.813  34.399  221.81  0.0475  0.2354  94.285      23  2222222
   279.0  13.760  34.398  223.23  0.0466  0.2354  94.287      28  2222222
   280.0  13.718  34.397  223.81  0.0473  0.2347  94.300      50  2222222
   281.0  13.701  34.395  223.87  0.0463  0.2344  94.308      29  2222222
   282.0  13.674  34.393  224.22  0.0464  0.2345  94.307      21  2222222
   283.0  13.664  34.392  224.09  0.0462  0.2344  94.307      17  2222222
   284.0  13.659  34.392  224.16  0.0469  0.2345  94.305      19  2222222
   285.0  13.650  34.391  224.09  0.0469  0.2348  94.300      22  2222222
   286.0  13.637  34.389  224.06  0.0475  0.2351  94.292      25  2222222
   287.0  13.584  34.385  224.57  0.0471  0.2354  94.284      28  2222222
   288.0  13.490  34.378  224.40  0.0472  0.2389  94.202      41  2222222
   289.0  13.461  34.375  224.67  0.0473  0.2344  94.309      51  2222222
   290.0  13.413  34.370  224.76  0.0475  0.2343  94.310      32  2222222
   291.0  13.347  34.360  225.18  0.0465  0.2343  94.311      22  2222222
   292.0  13.256  34.352  225.03  0.0475  0.2343  94.310      18  2222222
   293.0  13.195  34.340  224.85  0.0475  0.2343  94.310      17  2222222
   294.0  13.084  34.328  224.52  0.0475  0.2343  94.310      18  2222222
   295.0  12.990  34.320  224.58  0.0469  0.2352  94.290      22  2222222
   296.0  12.956  34.318  224.78  0.0469  0.2344  94.309      38  2222222
   297.0  12.941  34.316  224.52  0.0472  0.2345  94.305      48  2222222
   298.0  12.929  34.313  224.58  0.0467  0.2347  94.301      31  2222222
   299.0  12.918  34.312  224.57  0.0470  0.2342  94.312      26  2222222
   300.0  12.892  34.310  224.67  0.0466  0.2339  94.321      26  2222222
   301.0  12.861  34.308  225.46  0.0461  0.2333  94.334      24  2222222
   302.0  12.833  34.307  225.89  0.0470  0.2335  94.329      25  2222222
   303.0  12.821  34.307  225.69  0.0462  0.2342  94.312      27  2222222
   304.0  12.794  34.304  225.91  0.0471  0.2342  94.312      29  2222222
   305.0  12.725  34.299  226.10  0.0468  0.2341  94.315      33  2222222
   306.0  12.646  34.294  225.66  0.0467  0.2338  94.322      32  2222222
   307.0  12.608  34.292  226.09  0.0471  0.2336  94.328      29  2222222
   308.0  12.568  34.290  226.47  0.0466  0.2333  94.335      26  2222222
   309.0  12.550  34.291  227.19  0.0466  0.2333  94.335      27  2222222
   310.0  12.519  34.292  227.57  0.0475  0.2333  94.335      29  2222222
   311.0  12.495  34.292  227.43  0.0471  0.2334  94.331      30  2222222
   312.0  12.486  34.292  227.30  0.0464  0.2334  94.332      30  2222222
   313.0  12.484  34.291  227.31  0.0475  0.2337  94.324      29  2222222
   314.0  12.481  34.290  226.92  0.0471  0.2335  94.330      28  2222222
   315.0  12.475  34.290  226.90  0.0470  0.2333  94.335      26  2222222
   316.0  12.473  34.289  227.49  0.0468  0.2331  94.338      33  2222222
   317.0  12.467  34.288  227.92  0.0467  0.2332  94.337      32  2222222
   318.0  12.464  34.288  228.03  0.0470  0.2333  94.336      27  2222222
   319.0  12.459  34.287  227.69  0.0475  0.2333  94.335      22  2222222
   320.0  12.387  34.281  227.60  0.0465  0.2333  94.335      22  2222222
   321.0  12.332  34.281  227.51  0.0471  0.2333  94.335      28  2222222
   322.0  12.311  34.279  227.54  0.0475  0.2332  94.336      42  2222222
   323.0  12.304  34.278  227.50  0.0468  0.2333  94.335      36  2222222
   324.0  12.291  34.277  227.99  0.0471  0.2330  94.342      28  2222222
   325.0  12.277  34.276  228.22  0.0456  0.2330  94.343      24  2222222
   326.0  12.265  34.274  227.97  0.0463  0.2324  94.358      19  2222222
   327.0  12.200  34.270  228.39  0.0468  0.2332  94.336      18  2222222
   328.0  12.157  34.269  228.74  0.0464  0.2333  94.335      20  2222222
   329.0  12.140  34.268  228.36  0.0467  0.2333  94.335      32  2222222
   330.0  12.136  34.267  228.09  0.0464  0.2332  94.337      60  2222222
   331.0  12.127  34.265  228.22  0.0471  0.2324  94.356      30  2222222
   332.0  12.089  34.263  228.79  0.0470  0.2324  94.357      24  2222222
   333.0  12.063  34.262  228.66  0.0465  0.2327  94.348      25  2222222
   334.0  12.052  34.261  228.48  0.0454  0.2333  94.335      28  2222222
   335.0  12.032  34.260  228.63  0.0470  0.2333  94.334      25  2222222
   336.0  12.016  34.259  228.63  0.0475  0.2331  94.339      23  2222222
   337.0  11.978  34.256  229.20  0.0465  0.2325  94.354      22  2222222
   338.0  11.943  34.255  229.64  0.0463  0.2329  94.345      29  2222222
   339.0  11.912  34.252  229.10  0.0471  0.2326  94.352      34  2222222
   340.0  11.867  34.249  228.89  0.0468  0.2324  94.355      34  2222222
   341.0  11.845  34.248  228.31  0.0475  0.2327  94.348      32  2222222
   342.0  11.838  34.246  227.87  0.0462  0.2327  94.350      36  2222222
   343.0  11.789  34.242  228.69  0.0471  0.2325  94.355      30  2222222
   344.0  11.762  34.242  228.93  0.0462  0.2327  94.349      27  2222222
   345.0  11.745  34.240  228.99  0.0454  0.2327  94.349      28  2222222
   346.0  11.711  34.238  228.39  0.0466  0.2323  94.359      27  2222222
   347.0  11.699  34.237  227.87  0.0470  0.2323  94.358      24  2222222
   348.0  11.691  34.237  228.25  0.0475  0.2323  94.359      22  2222222
   349.0  11.689  34.236  228.52  0.0465  0.2323  94.358      23  2222222
   350.0  11.687  34.236  228.70  0.0467  0.2323  94.360      29  2222222
   351.0  11.673  34.235  228.89  0.0452  0.2324  94.356      36  2222222
   352.0  11.651  34.233  229.06  0.0462  0.2323  94.359      36  2222222
   353.0  11.582  34.230  229.23  0.0460  0.2324  94.357      30  2222222
   354.0  11.566  34.229  228.98  0.0459  0.2325  94.355      28  2222222
   355.0  11.561  34.228  228.81  0.0464  0.2323  94.359      31  2222222
   356.0  11.544  34.227  229.14  0.0468  0.2323  94.359      34  2222222
   357.0  11.528  34.226  228.80  0.0443  0.2323  94.359      25  2222222
   358.0  11.455  34.217  228.00  0.0460  0.2323  94.358      23  2222222
   359.0  11.328  34.213  226.58  0.0469  0.2328  94.346      21  2222222
   360.0  11.275  34.209  225.26  0.0471  0.2329  94.344      30  2222222
   361.0  11.229  34.207  224.83  0.0459  0.2328  94.346      42  2222222
   362.0  11.204  34.204  224.43  0.0462  0.2323  94.358      27  2222222
   363.0  11.167  34.200  223.56  0.0464  0.2330  94.343      21  2222222
   364.0  11.130  34.199  222.79  0.0464  0.2326  94.353      20  2222222
   365.0  11.114  34.198  222.51  0.0465  0.2325  94.355      25  2222222
   366.0  11.106  34.197  222.59  0.0453  0.2327  94.350      37  2222222
   367.0  11.084  34.194  222.37  0.0466  0.2324  94.357      39  2222222
   368.0  11.056  34.192  222.05  0.0452  0.2323  94.358      25  2222222
   369.0  11.041  34.191  221.79  0.0459  0.2323  94.359      22  2222222
   370.0  11.010  34.189  220.97  0.0456  0.2323  94.359      25  2222222
   371.0  10.982  34.187  220.46  0.0460  0.2323  94.359      30  2222222
   372.0  10.962  34.185  219.84  0.0454  0.2323  94.359      34  2222222
   373.0  10.942  34.183  219.53  0.0475  0.2323  94.359      29  2222222
